n,kappa,predicted,actual
8025,14.600485086531096,composite,composite
8026,4.866895814813459,composite,composite
8027,4.866963259046144,composite,composite
8028,21.90163812694731,composite,composite
8029,9.734196244617324,composite,composite
8030,19.468662165370716,composite,composite
8031,4.867232951981325,composite,composite
8032,14.60190106268007,composite,composite
8033,4.867367748080864,composite,composite
8034,19.469740534183735,composite,composite
8035,4.867502510623991,composite,composite
8036,21.904064456927042,composite,composite
8037,14.602911718882229,composite,composite
8038,4.867704591556946,composite,composite
8039,2.4338859675539064,composite,prime
8040,38.94271416225676,composite,composite
8041,9.735813194163756,composite,composite
8042,4.867973915509241,composite,composite
8043,9.736082451132537,composite,composite
8044,7.302162790882561,composite,composite
8045,4.8681758205776395,composite,composite
8046,19.472972422144576,composite,composite
8047,4.868310382132632,composite,composite
8048,12.170944125922958,composite,composite
8049,4.868444910247874,composite,composite
8050,29.211072970624688,composite,composite
8051,4.8685794049399815,composite,composite
8052,29.211879838545293,composite,composite
8053,2.4343569331127783,composite,prime
8054,4.8687810843460815,composite,composite
8055,14.60654488236358,composite,composite
8056,19.475661982211864,composite,composite
8057,4.868982688643469,composite,composite
8058,19.4761994935791,composite,composite
8059,2.434558524904476,composite,prime
8060,29.215105307328404,composite,composite
8061,4.869251377634193,composite,composite
8062,9.738637058098787,composite,composite
8063,4.869385672135737,composite,composite
8064,58.43343368274345,composite,composite
8065,4.869519933330112,composite,composite
8066,9.739174102884546,composite,composite
8067,4.869654161233836,composite,composite
8068,7.304581894060294,composite,composite
8069,2.434894177931707,composite,prime
8070,19.479421762822213,composite,composite
8071,4.869922517235339,composite,composite
8072,9.739979170909665,composite,composite
8073,19.480226581464365,composite,composite
8074,9.740247393942349,composite,composite
8075,14.610572220816417,composite,composite
8076,14.610773325813128,composite,composite
8077,4.8703248019699386,composite,composite
8078,9.740783640741768,composite,composite
8079,4.870458830475933,composite,composite
8080,24.352629161435697,composite,composite
8081,2.435296412903277,composite,prime
8082,14.611979433108695,composite,composite
8083,4.870726787978223,composite,composite
8084,14.612381269903729,composite,composite
8085,29.225164302044064,composite,composite
8086,9.741855338197146,composite,composite
8087,2.4354973064551566,composite,prime
8088,19.484246193778443,composite,composite
8089,2.435564237851757,composite,prime
8090,9.742390789378135,composite,composite
8091,14.613786916209952,composite,composite
8092,21.920981435317383,composite,composite
8093,2.4356980510130404,composite,prime
8094,19.485851951754725,composite,composite
8095,4.871529865588151,composite,composite
8096,29.229580409859192,composite,composite
8097,4.871663596105863,composite,composite
8098,4.8717304489781865,composite,composite
8099,9.74359458719108,composite,composite
8100,54.80847146204956,composite,composite
8101,2.435965479036745,composite,prime
8102,4.8719977779381605,composite,composite
8103,9.744129179112024,composite,composite
8104,9.744262785858153,composite,composite
8105,4.872198188059391,composite,composite
8106,19.489059899795954,composite,composite
8107,7.308497630399854,composite,composite
8108,7.308597786021248,composite,composite
8109,14.617395858581423,composite,composite
8110,9.745064080281722,composite,composite
8111,2.436299392928678,composite,prime
8112,36.54499142508992,composite,composite
8113,9.74546450521357,composite,composite
8114,4.872798973643778,composite,composite
8115,9.745731372916646,composite,composite
8116,7.309398586578674,composite,composite
8117,2.436499543714091,composite,prime
8118,29.238394653525273,composite,composite
8119,4.873132455532564,composite,composite
8120,38.98559301812208,composite,composite
8121,4.873265790787658,composite,composite
8122,9.746664892203558,composite,composite
8123,2.436699546604822,composite,prime
8124,14.620397196339818,composite,composite
8125,12.183830907036715,composite,composite
8126,9.747197970631802,composite,composite
8127,19.49466239847575,composite,composite
8128,17.058062720040347,composite,composite
8129,4.873798803638544,composite,composite
8130,19.495461573436582,composite,composite
8131,4.873931974889633,composite,composite
8132,14.621995644696062,composite,composite
8133,4.874065113388323,composite,composite
8134,14.62239501108166,composite,composite
8135,4.874198219150721,composite,composite
8136,29.245588558565046,composite,composite
8137,4.874331292192922,composite,composite
8138,9.74879563289795,composite,composite
8139,4.874464332531008,composite,composite
8140,29.247185042646183,composite,composite
8141,4.874597340181049,composite,composite
8142,19.498655327012294,composite,composite
8143,4.874730315159106,composite,composite
8144,12.186991976002888,composite,composite
8145,14.624589772443674,composite,composite
8146,4.874929716401319,composite,composite
8147,2.4374980835817204,composite,prime
8148,29.250375658617557,composite,composite
8149,4.875129044221778,composite,composite
8150,14.625586411565987,composite,composite
8151,19.50104755468899,composite,composite
8152,9.750656597349064,composite,composite
8153,4.875394700530849,composite,composite
8154,19.501844376972784,composite,composite
8155,9.751054959627144,composite,composite
8156,7.313390785865957,composite,composite
8157,4.875660226536391,composite,composite
8158,4.875726587692827,composite,composite
8159,4.8757929407152725,composite,composite
8160,58.51031142726868,composite,composite
8161,2.4379628111830844,composite,prime
8162,19.503967803994417,composite,composite
8163,7.3140874072575315,composite,composite
8164,14.628373751662227,composite,composite
8165,9.752381776295518,composite,composite
8166,9.752514368576119,composite,composite
8167,2.4381617361551498,composite,prime
8168,9.752779504432933,composite,composite
8169,9.752912048017098,composite,composite
8170,19.50608915075413,composite,composite
8171,2.438294271629201,composite,prime
8172,21.944946558240648,composite,composite
8173,4.876721030075741,composite,composite
8174,9.753574522654356,composite,composite
8175,14.630560453429313,composite,composite
8176,24.384598497627508,composite,composite
8177,9.753971812952702,composite,composite
8178,19.508208421323868,composite,composite
8179,2.4385591480456643,composite,prime
8180,14.631553436278251,composite,composite
8181,12.19312663334302,composite,composite
8182,4.87731681982668,composite,composite
8183,7.316074467344717,composite,composite
8184,39.01959302838862,composite,composite
8185,4.877515270784953,composite,composite
8186,4.877581404940915,composite,composite
8187,4.877647531018434,composite,composite
8188,14.633140947058463,composite,composite
8189,4.877779758946045,composite,composite
8190,58.534150329600955,composite,composite
8191,2.4389559772917817,composite,prime
8192,17.07292314104463,composite,composite
8193,4.8780441179467555,composite,composite
8194,9.756220375060808,composite,composite
8195,9.756352498102753,composite,composite
8196,14.634726907534933,composite,composite
8197,4.878308347913172,composite,composite
8198,4.878374385257925,composite,composite
8199,7.3176606218218065,composite,composite
8200,29.271038614709834,composite,composite
8201,4.8785724489711955,composite,composite
8202,9.757276908217001,composite,composite
8203,4.878704451198853,composite,composite
8204,14.636311320732641,composite,composite
8205,9.757672842493088,composite,composite
8206,9.757804788415607,composite,composite
8207,4.878968359129953,composite,composite
8208,48.790343160149504,composite,composite
8209,2.439550132432377,composite,prime
8210,9.758332411362646,composite,composite
8211,19.516928553866446,composite,composite
8212,7.318947094833866,composite,composite
8213,4.879363979951176,composite,composite
8214,14.638289665963084,composite,composite
8215,9.758991578668178,composite,composite
8216,19.518246727969238,composite,composite
8217,14.63888269989293,composite,composite
8218,9.759386886504089,composite,composite
8219,2.43987965592873,composite,prime
8220,29.27895103469506,composite,composite
8221,2.4399455125145715,composite,prime
8222,4.879956869599309,composite,composite
8223,4.880022706161621,composite,composite
8224,14.640265604154083,composite,composite
8225,14.64046306581143,composite,composite
8226,14.640660503462739,composite,composite
8227,4.880285972371282,composite,composite
8228,21.96158296015588,composite,composite
8229,9.760835114959196,composite,composite
8230,9.760966676082862,composite,composite
8231,2.440274555305487,composite,prime
8232,39.04491900152132,composite,composite
8233,2.4403403158904733,composite,prime
8234,9.761492760770519,composite,composite
8235,19.523248484020176,composite,composite
8236,14.642633560926713,composite,composite
8237,2.44047178914939,composite,prime
8238,9.762018589953218,composite,composite
8239,9.76215000735532,composite,composite
8240,24.40570352201935,composite,composite
8241,9.76241279431435,composite,composite
8242,9.762544163879019,composite,composite
8243,2.440668879376404,composite,prime
8244,21.966315424195514,composite,composite
8245,9.762938176960057,composite,composite
8246,19.526138965591258,composite,composite
8247,4.881600386354295,composite,composite
8248,9.763332046702796,composite,composite
8249,4.881731652391055,composite,composite
8250,39.054378187801554,composite,composite
8251,4.881862886605745,composite,composite
8252,7.322892737676953,composite,composite
8253,14.645982267041372,composite,composite
8254,4.882059678295139,composite,composite
8255,9.764250519261212,composite,composite
8256,34.175335831154804,composite,composite
8257,4.882256398471593,composite,composite
